date,sh600000,sh600004,sh600006,sh600007,sh600008,sh600009,sh600010,sh600011,sh600012,sh600015
1998-02-18,,,,,,2.9266372280498434,,,,
1998-02-19,,,,,,2.808256396353445,,,,
1998-02-20,,,,,,2.8477166735855777,,,,
1998-02-23,,,,,,2.8937536636897327,,,,
1998-02-24,,,,,,2.9003303765617545,,,,
1998-02-25,,,,,,2.8773118815096774,,,,
1998-02-26,,,,,,2.9266372280498434,,,,
1998-02-27,,,,,,2.923348871613832,,,,
1998-03-02,,,,,,2.8641584557656334,,,,
1998-03-03,,,,,,2.88717695081771,,,,
1998-03-04,,,,,,2.9266372280498434,,,,
1998-03-05,,,,,,3.0384413468742193,,,,
1998-03-06,,,,,,3.0811899805423626,,,,
1998-03-09,,,,,,3.1305153270825286,,,,
1998-03-10,,,,,,3.058171485490286,,,,
1998-03-11,,,,,,3.0351529904382084,,,,
1998-03-12,,,,,,3.04172970331023,,,,
1998-03-13,,,,,,3.061459841926297,,,,
1998-03-16,,,,,,3.0483064161822524,,,,
1998-03-17,,,,,,3.1173619013384846,,,,
1998-03-18,,,,,,3.156822178570617,,,,
1998-03-19,,,,,,3.1601105350066283,,,,
1998-03-20,,,,,,3.2357427330348827,,,,
1998-03-23,,,,,,3.324528356807181,,,,
1998-03-24,,,,,,3.3179516439351593,,,,
1998-03-25,,,,,,3.2752030102670155,,,,
1998-03-26,,,,,,3.2554728716509493,,,,
1998-03-27,,,,,,3.2390310894708936,,,,
1998-03-30,,,,,,3.3047982181911153,,,,
1998-03-31,,,,,,3.2817797231390378,,,,
1998-04-01,,,,,,3.2883564360110595,,,,
1998-04-02,,,,,,3.3146632874991484,,,,
1998-04-03,,,,,,3.271914653831004,,,,
1998-04-06,,,,,,3.2587612280869602,,,,
1998-04-07,,,,,,3.2850680795750486,,,,
1998-04-08,,,,,,3.278491366703027,,,,
1998-04-09,,,,,,3.271914653831004,,,,
1998-04-10,,,,,,3.354123564731281,,,,
1998-04-13,,,,,,3.357411921167292,,,,
1998-04-14,,,,,,3.2949331488830818,,,,
1998-04-15,,,,,,3.311374931063137,,,,
1998-04-16,,,,,,3.2752030102670155,,,,
1998-04-17,,,,,,3.2094358815467943,,,,
1998-04-20,,,,,,3.1370920399545508,,,,
1998-04-21,,,,,,3.153533822134606,,,,
1998-04-22,,,,,,3.1601105350066283,,,,
1998-04-23,,,,,,3.1666872478786505,,,,
1998-04-24,,,,,,3.13380368351854,,,,
1998-04-27,,,,,,3.110785188466463,,,,
1998-04-28,,,,,,3.1798406736226945,,,,
1998-04-29,,,,,,3.212724237982805,,,,
1998-04-30,,,,,,3.2061475251107834,,,,
1998-05-04,,,,,,3.229166020162861,,,,
1998-05-05,,,,,,3.232454376598872,,,,
1998-05-06,,,,,,3.1732639607506727,,,,
1998-05-07,,,,,,3.1173619013384846,,,,
1998-05-08,,,,,,3.140380396390562,,,,
1998-05-11,,,,,,3.140380396390562,,,,
1998-05-12,,,,,,3.1469571092625843,,,,
1998-05-13,,,,,,3.123938614210507,,,,
1998-05-14,,,,,,3.1305153270825286,,,,
1998-05-15,,,,,,3.153533822134606,,,,
1998-05-18,,,,,,3.216012594418816,,,,
1998-05-19,,,,,,3.183129030058706,,,,
1998-05-20,,,,,,3.1601105350066283,,,,
1998-05-21,,,,,,3.150245465698595,,,,
1998-05-22,,,,,,3.1469571092625843,,,,
1998-05-25,,,,,,3.1305153270825286,,,,
1998-05-26,,,,,,3.1272269706465177,,,,
1998-05-27,,,,,,3.1173619013384846,,,,
1998-05-28,,,,,,3.1173619013384846,,,,
1998-05-29,,,,,,3.1272269706465177,,,,
1998-06-01,,,,,,3.212724237982805,,,,
1998-06-02,,,,,,3.1765523171866836,,,,
1998-06-03,,,,,,3.1666872478786505,,,,
1998-06-04,,,,,,3.1601105350066283,,,,
1998-06-05,,,,,,3.156822178570617,,,,
1998-06-08,,,,,,3.123938614210507,,,,
1998-06-09,,,,,,3.1173619013384846,,,,
1998-06-10,,,,,,3.0811899805423626,,,,
1998-06-11,,,,,,3.0088461389501195,,,,
1998-06-12,,,,,,3.0515947726182633,,,,
1998-06-15,,,,,,3.028576277566186,,,,
1998-06-16,,,,,,2.962809148845965,,,,
1998-06-17,,,,,,2.9595207924099536,,,,
1998-06-18,,,,,,3.025287921130175,,,,
1998-06-19,,,,,,3.0779016241063517,,,,
1998-06-22,,,,,,3.0844783369783744,,,,
1998-06-23,,,,,,3.094343406286407,,,,
1998-06-24,,,,,,3.091055049850396,,,,
1998-06-25,,,,,,3.153533822134606,,,,
1998-06-26,,,,,,3.1765523171866836,,,,
1998-06-29,,,,,,3.2061475251107834,,,,
1998-06-30,,,,,,3.2554728716509493,,,,
1998-07-01,,,,,,3.1765523171866836,,,,
1998-07-02,,,,,,3.1897057429307276,,,,
1998-07-03,,,,,,3.327816713243192,,,,
1998-07-06,,,,,,3.4396208320675687,,,,
1998-07-07,,,,,,3.390295485527403,,,,
1998-07-08,,,,,,3.4034489112714468,,,,
1998-07-09,,,,,,3.558001663763967,,,,
1998-07-10,,,,,,3.587596871688066,,,,
1998-07-13,,,,,,3.6763824954603646,,,,
1998-07-14,,,,,,3.6106153667401437,,,,
1998-07-15,,,,,,3.587596871688066,,,,
1998-07-16,,,,,,3.6171920796121655,,,,
1998-07-17,,,,,,3.5744434459440217,,,,
1998-07-20,,,,,,3.5020996043517787,,,,
1998-07-21,,,,,,3.5185413865318336,,,,
1998-07-22,,,,,,3.6171920796121655,,,,
1998-07-23,,,,,,3.653364000408287,,,,
1998-07-24,,,,,,3.669805782588343,,,,
1998-07-27,,,,,,3.6040386538681215,,,,
1998-07-28,,,,,,3.5843085152520553,,,,
1998-07-29,,,,,,3.5843085152520553,,,,
1998-07-30,,,,,,3.607327010304133,,,,
1998-07-31,,,,,,3.6763824954603646,,,,
1998-08-03,,,,,,3.6665174261523314,,,,
